LABEL,TEXT
half-true,"On (Rob Portmans) watch as Bushs trade czar, our deficit with China exploded and as Bushs budget chief, Portman oversaw a spending spree that doubled the deficit."
pants-fire,Sens. Mark Warner and Tim Kaine voted to let the U.N. take OUR guns.
barely-true,"In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th."
half-true,6.4 million more Americans living in poverty under President Obama.
half-true,"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance."""
half-true,We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.
FALSE,"Says, In the last four years weve cut $36 million in ongoing revenue."
TRUE,"Financial conflict-of-interest laws dont apply to the president, right? So, the president doesnt have to have a blind trust."
barely-true,Says nearly 1 million people are coming to town in the next 20 years.
half-true,"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years."""
FALSE,"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding."
FALSE,Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.
half-true,Prices are going up. Unemployment is continuing to go up.
barely-true,Says Texas has the nations most uninsured residents.
mostly-true,We are 49th in the nation for our graduation rate
mostly-true,"Welcome to #Houston, the most #diverse city in #America."
barely-true,"The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000."
FALSE,Says Maggie Hassan is the only female governor in the country.
FALSE,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.
mostly-true,Weve dedicated more money from (Washington Countys) transportation budget to bike and ped projects under my watch than at any time in the history of Washington County.
TRUE,"The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody, say, at 30,000 feet."
barely-true,"If Fox News presidential debate rules had been in place during the1992 election,Bill Clinton wouldnt have beenon the stage."
FALSE,U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.
mostly-true,The American Academy of Pediatrics supports banning guns.
barely-true,"Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether."
pants-fire,Global warming is a hoax.
barely-true,"Says that we brought CHI Manufacturing, that had business in China, back to Texas."
mostly-true,"This year, the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments."
barely-true,The cap-and-trade bill will mean 2 million jobs lost.
FALSE,The new health care law crushes small businesses with billions in penalties.
FALSE,"The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''	abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest, Calif."
TRUE,Most of the jobs that we lost were lost before the economic policies we put in place had any effect.
mostly-true,Europe and U.S. households waste 15 times more food than a person in Africa.
barely-true,Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: This is not a filibuster.
TRUE,Says every school will be negatively impacted if Education Stability Fund is not tapped.
half-true,"Virginia ranked 35th in job creation in 2009 under Gov. Tim Kaine, and moved up to third for 2010, while McDonnell has been in office."
FALSE,I was the first member of Congress to call him (Barack Obama) a socialist...
half-true,"Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education."
TRUE,We send a billion dollars to foreign countries every day because of our addiction to foreign oil.
half-true,Since I came into office we have increased the VA budget by 85 percent.
half-true,"Sotomayor thinks ""that ones sex, race and ethnicity ought to affect the decisions one renders from the bench."""
FALSE,South Korea doesnt pay the United States for U.S. troops that protect their country.
mostly-true,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families."""
half-true,Every one of the mass shootings except two in America since 1950 have been in gun-free zones.
FALSE,Says U.S. is giving seven Alaskan islands to Russia.
barely-true,Says Rick Scott raised property taxes.
half-true,Mitt Romney said we should let foreclosures hit the bottom.
TRUE,Says the military accounts for about 10 percent of Floridas economy.
barely-true,"Theres a section in the Constitution called the Emoluments Clause that says no one, nor their spouses, can take money from foreigners. (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge."
half-true,The woman named Wisconsins 2010 outstanding teacher of the year was laid off by the Milwaukee Public Schools that year under seniority and tenure rules that were eliminated by his Act 10 changes.
